highly	1	0	       0.000124	       0.000055
highs	1	0	       0.000124	       0.000055
hijacked	0	2	       0.000062	       0.000166
hike	1	0	       0.000124	       0.000055
hikes	4	0	       0.000310	       0.000055
him	3	2	       0.000248	       0.000166
himhe	0	1	       0.000062	       0.000111
himself	0	1	       0.000062	       0.000111
hindering	0	1	       0.000062	       0.000111
hinsch	2	0	       0.000186	       0.000055
hint	0	1	       0.000062	       0.000111
hire	2	0	       0.000186	       0.000055
his	8	22	       0.000557	       0.001276
historical	3	0	       0.000248	       0.000055
history	0	2	       0.000062	       0.000166
hit	0	1	       0.000062	       0.000111
hje	0	1	       0.000062	       0.000111
hm	0	1	       0.000062	       0.000111
ho	3	0	       0.000248	       0.000055
hoferc	1	0	       0.000124	       0.000055
hoffman	2	0	       0.000186	       0.000055
hold	0	3	       0.000062	       0.000222
holding	0	1	       0.000062	       0.000111
holiday	2	0	       0.000186	       0.000055
holidays	2	0	       0.000186	       0.000055
home	0	18	       0.000062	       0.001054
homemakers	0	1	       0.000062	       0.000111
homes	0	2	       0.000062	       0.000166
homestead	0	1	       0.000062	       0.000111
honest	0	1	       0.000062	       0.000111
hood	0	1	       0.000062	       0.000111
hook	1	1	       0.000124	       0.000111
hope	3	2	       0.000248	       0.000166
hopefully	2	0	       0.000186	       0.000055
hopes	1	0	       0.000124	       0.000055
hopkins	0	1	       0.000062	       0.000111
horizons	0	1	       0.000062	       0.000111
hormone	0	2	       0.000062	       0.000166
horn	0	1	       0.000062	       0.000111
hornbuckle	1	0	       0.000124	       0.000055
horror	0	1	       0.000062	       0.000111
host	0	1	       0.000062	       0.000111
hosted	1	0	       0.000124	       0.000055
hot	0	2	       0.000062	       0.000166
hotmail	0	1	       0.000062	       0.000111
hottest	0	1	       0.000062	       0.000111
hou	203	0	       0.012635	       0.000055
hour	0	1	       0.000062	       0.000111
hourhelp	0	1	       0.000062	       0.000111
hours	17	9	       0.001115	       0.000555
house	1	0	       0.000124	       0.000055
houston	10	0	       0.000681	       0.000055
how	7	24	       0.000495	       0.001387
howard	14	0	       0.000929	       0.000055
however	9	2	       0.000619	       0.000166
howl	0	1	       0.000062	       0.000111
hp	1	0	       0.000124	       0.000055
hpl	10	0	       0.000681	       0.000055
hplc	1	0	       0.000124	       0.000055
hplr	1	0	       0.000124	       0.000055
hr	14	0	       0.000929	       0.000055
hrgovcic	5	0	       0.000372	       0.000055
hrice	2	0	       0.000186	       0.000055
hris	1	0	       0.000124	       0.000055
ht	0	4	       0.000062	       0.000277
htm	1	0	       0.000124	       0.000055
html	0	8	       0.000062	       0.000499
http	3	42	       0.000248	       0.002385
huang	4	0	       0.000310	       0.000055
hubs	3	0	       0.000248	       0.000055
hulmeville	0	1	       0.000062	       0.000111
human	11	2	       0.000743	       0.000166
humble	0	1	       0.000062	       0.000111
humility	0	2	       0.000062	       0.000166
hundreds	0	1	       0.000062	       0.000111
hunger	0	1	       0.000062	       0.000111
hunt	0	1	       0.000062	       0.000111
hunter	0	2	       0.000062	       0.000166
hurdles	1	0	       0.000124	       0.000055
hurrah	0	1	       0.000062	       0.000111
hurry	2	2	       0.000186	       0.000166
hurtling	0	1	       0.000062	       0.000111
husband	0	4	       0.000062	       0.000277
huse	1	0	       0.000124	       0.000055
hyde	1	0	       0.000124	       0.000055
hydro	2	0	       0.000186	       0.000055
hype	0	1	       0.000062	       0.000111
hzriubp	0	1	       0.000062	       0.000111
i	113	106	       0.007061	       0.005934
iain	1	0	       0.000124	       0.000055
ica	0	1	       0.000062	       0.000111
iccenergy	1	0	       0.000124	       0.000055
icet	0	1	       0.000062	       0.000111
icon	0	1	       0.000062	       0.000111
id	10	3	       0.000681	       0.000222
idea	1	3	       0.000124	       0.000222
ideas	3	3	       0.000248	       0.000222
identified	0	1	       0.000062	       0.000111
identifies	0	1	       0.000062	       0.000111
identify	2	0	       0.000186	       0.000055
idiot	0	1	       0.000062	       0.000111
idirect	0	1	       0.000062	       0.000111
ids	1	0	       0.000124	       0.000055
ien	0	1	       0.000062	       0.000111
if	32	55	       0.002044	       0.003106
igh	0	1	       0.000062	       0.000111
ihf	0	1	       0.000062	       0.000111
ii	3	0	       0.000248	       0.000055
illness	0	1	       0.000062	       0.000111
illustrate	0	2	       0.000062	       0.000166
illustration	0	1	       0.000062	       0.000111
illustrator	0	2	       0.000062	       0.000166
ilydiatt	1	0	       0.000124	       0.000055
image	0	9	       0.000062	       0.000555
imagine	0	1	       0.000062	       0.000111
imitate	0	1	       0.000062	       0.000111
immediate	0	2	       0.000062	       0.000166
immediately	3	16	       0.000248	       0.000943
impact	3	0	       0.000248	       0.000055
impacted	1	0	       0.000124	       0.000055
imperial	2	0	       0.000186	       0.000055
implement	1	0	       0.000124	       0.000055
implementation	9	0	       0.000619	       0.000055
implementing	1	0	       0.000124	       0.000055
important	4	5	       0.000310	       0.000333
importantly	1	0	       0.000124	       0.000055
impossible	0	1	       0.000062	       0.000111
impresses	0	1	       0.000062	       0.000111
impression	0	1	       0.000062	       0.000111
impressive	0	1	       0.000062	       0.000111
improve	0	1	       0.000062	       0.000111
improved	2	3	       0.000186	       0.000222
improving	0	1	       0.000062	       0.000111
impulse	0	1	       0.000062	       0.000111
in	160	157	       0.009972	       0.008763
iname	0	1	       0.000062	       0.000111
inappropriate	0	1	       0.000062	       0.000111
inbox	0	1	       0.000062	       0.000111
inc	9	1	       0.000619	       0.000111
incessantly	0	1	       0.000062	       0.000111
include	3	9	       0.000248	       0.000555
included	1	5	       0.000124	       0.000333
including	12	3	       0.000805	       0.000222
inclusive	0	1	       0.000062	       0.000111
income	0	2	       0.000062	       0.000166
incomeunlimited	0	1	       0.000062	       0.000111
incorporated	1	0	       0.000124	       0.000055
incorrectly	1	0	       0.000124	       0.000055
increase	3	4	       0.000248	       0.000277
increased	0	5	       0.000062	       0.000333
increases	2	0	       0.000186	       0.000055
increasing	2	0	       0.000186	       0.000055
increasingly	1	0	       0.000124	       0.000055
incredibily	0	1	       0.000062	       0.000111
incurred	0	2	       0.000062	       0.000166
india	1	0	       0.000124	       0.000055
indicated	1	0	       0.000124	       0.000055
indication	1	0	       0.000124	       0.000055
indicator	0	1	       0.000062	       0.000111
indices	1	0	       0.000124	       0.000055
individual	2	2	       0.000186	       0.000166
individualized	2	0	       0.000186	       0.000055
individuals	4	0	       0.000310	       0.000055
industries	0	1	       0.000062	       0.000111
industry	1	5	       0.000124	       0.000333
inferior	0	1	       0.000062	       0.000111
influence	1	1	       0.000124	       0.000111
info	3	5	       0.000248	       0.000333
inform	1	0	       0.000124	       0.000055
information	20	35	       0.001301	       0.001997
informative	0	1	       0.000062	       0.000111
informed	2	2	       0.000186	       0.000166
infrastructure	0	1	       0.000062	       0.000111
initial	4	0	       0.000310	       0.000055
initializes	0	1	       0.000062	       0.000111
initially	2	0	       0.000186	       0.000055
initiative	2	0	       0.000186	       0.000055
inject	0	1	       0.000062	       0.000111
inlcuding	1	0	       0.000124	       0.000055
inlet	4	0	       0.000310	       0.000055
innovation	4	0	       0.000310	       0.000055
innovative	2	0	       0.000186	       0.000055
innovatus	1	0	       0.000124	       0.000055
input	5	1	       0.000372	       0.000111
inputs	1	0	       0.000124	       0.000055
insane	0	1	       0.000062	       0.000111
inseminate	0	1	       0.000062	       0.000111
inside	0	2	       0.000062	       0.000166
insider	0	1	       0.000062	       0.000111
insomnia	0	1	       0.000062	       0.000111
inspection	0	1	       0.000062	       0.000111
instantly	0	2	       0.000062	       0.000166
instead	0	3	       0.000062	       0.000222
institutions	0	1	       0.000062	       0.000111
instruct	0	1	       0.000062	       0.000111
instructed	0	2	       0.000062	       0.000166
instructions	0	2	       0.000062	       0.000166
instructs	0	1	       0.000062	       0.000111
instrument	0	1	       0.000062	       0.000111
instruments	0	1	       0.000062	       0.000111
insufficient	0	1	       0.000062	       0.000111
insults	0	1	       0.000062	       0.000111
insurance	0	5	       0.000062	       0.000333
insure	5	0	       0.000372	       0.000055
integrated	1	1	       0.000124	       0.000111
intelligence	0	1	       0.000062	       0.000111
intelt	0	1	       0.000062	       0.000111
intend	2	0	       0.000186	       0.000055
intended	1	0	       0.000124	       0.000055
intends	1	0	       0.000124	       0.000055
intense	1	0	       0.000124	       0.000055
intercreditor	1	0	       0.000124	       0.000055
interest	2	7	       0.000186	       0.000444
interested	1	7	       0.000124	       0.000444
interesting	0	1	       0.000062	       0.000111
interests	0	5	       0.000062	       0.000333
interfering	0	1	       0.000062	       0.000111
internal	6	1	       0.000434	       0.000111
internally	2	0	       0.000186	       0.000055
international	1	2	       0.000124	       0.000166
interne	0	1	       0.000062	       0.000111
internet	0	12	       0.000062	       0.000721
interrupted	0	1	       0.000062	       0.000111
interstate	1	0	       0.000124	       0.000055
intervened	0	2	       0.000062	       0.000166
intl	2	0	       0.000186	       0.000055
into	10	21	       0.000681	       0.001220
intra	1	0	       0.000124	       0.000055
intranet	3	0	       0.000248	       0.000055
introduced	3	0	       0.000248	       0.000055
introducing	0	1	       0.000062	       0.000111
invest	0	2	       0.000062	       0.000166
investment	4	6	       0.000310	       0.000388
investor	1	0	       0.000124	       0.000055
investors	0	1	       0.000062	       0.000111
invite	1	1	       0.000124	       0.000111
invoices	1	0	       0.000124	       0.000055
involuntary	3	0	       0.000248	       0.000055
involved	2	4	       0.000186	       0.000277
involving	2	0	       0.000186	       0.000055
invovled	2	0	       0.000186	       0.000055
ion	0	1	       0.000062	       0.000111
iowa	0	1	       0.000062	       0.000111
ipos	0	1	       0.000062	       0.000111
ipp	1	0	       0.000124	       0.000055
ipps	5	0	       0.000372	       0.000055
iron	0	1	       0.000062	       0.000111
is	86	86	       0.005388	       0.004825
isalso	0	1	       0.000062	       0.000111
island	2	0	       0.000186	       0.000055
isn	0	3	       0.000062	       0.000222
iso	0	8	       0.000062	       0.000499
isp	0	7	       0.000062	       0.000444
isps	0	2	       0.000062	       0.000166
issler	5	0	       0.000372	       0.000055
issue	4	13	       0.000310	       0.000776
issued	1	1	       0.000124	       0.000111
issues	18	1	       0.001177	       0.000111
it	30	119	       0.001920	       0.006655
iteam	0	1	       0.000062	       0.000111
item	0	3	       0.000062	       0.000222
items	2	10	       0.000186	       0.000610
its	8	15	       0.000557	       0.000887
itself	1	2	       0.000124	       0.000166
ium	0	1	       0.000062	       0.000111
ivan	0	1	       0.000062	       0.000111
ivernia	0	2	       0.000062	       0.000166
j	21	1	       0.001363	       0.000111
ja	1	0	       0.000124	       0.000055
jackie	1	0	       0.000124	       0.000055
jan	4	0	       0.000310	       0.000055
jana	0	3	       0.000062	       0.000222
jane	1	0	       0.000124	       0.000055
janet	1	0	       0.000124	       0.000055
janice	1	0	       0.000124	       0.000055
janie	1	0	       0.000124	       0.000055
january	2	0	       0.000186	       0.000055
japan	3	0	       0.000248	       0.000055
jason	5	0	       0.000372	       0.000055
jauregui	1	0	       0.000124	       0.000055
jeff	1	0	       0.000124	       0.000055
jersey	1	0	       0.000124	       0.000055
jim	1	2	       0.000124	       0.000166
jimmy	0	2	       0.000062	       0.000166
jirapliegao	0	1	       0.000062	       0.000111
jlopes	1	0	       0.000124	       0.000055
jm	0	4	       0.000062	       0.000277
jnexon	1	0	       0.000124	       0.000055
jo	0	1	       0.000062	       0.000111
joao	2	0	       0.000186	       0.000055
job	3	0	       0.000248	       0.000055
joe	1	0	       0.000124	       0.000055
joel	0	6	       0.000062	       0.000388
johannesburg	0	2	       0.000062	       0.000166
john	16	0	       0.001053	       0.000055
johnny	0	2	       0.000062	       0.000166
johnston	2	0	       0.000186	       0.000055
join	5	4	       0.000372	       0.000277
joinder	1	0	       0.000124	       0.000055
joined	2	0	       0.000186	       0.000055
joining	3	0	       0.000248	       0.000055
jon	1	0	       0.000124	       0.000055
jonathon	0	1	       0.000062	       0.000111
jones	3	0	       0.000248	       0.000055
jonesg	1	0	       0.000124	       0.000055
jose	1	0	       0.000124	       0.000055
joseph	5	2	       0.000372	       0.000166
josey	3	0	       0.000248	       0.000055
journeys	0	1	       0.000062	       0.000111
joyce	1	0	       0.000124	       0.000055
jpxdltmuk	0	1	       0.000062	       0.000111
jshorter	1	0	       0.000124	       0.000055
jsp	0	2	       0.000062	       0.000166
jturco	0	1	       0.000062	       0.000111
jubilar	0	1	       0.000062	       0.000111
judgments	0	1	       0.000062	       0.000111
julie	5	0	       0.000372	       0.000055
july	1	0	       0.000124	       0.000055
june	7	4	       0.000495	       0.000277
junk	0	2	       0.000062	       0.000166
just	7	28	       0.000495	       0.001608
justperform	0	1	       0.000062	       0.000111
jvbe	0	1	       0.000062	       0.000111
k	0	3	       0.000062	       0.000222
kainantu	0	2	       0.000062	       0.000166
kaminski	11	0	       0.000743	       0.000055
kaolin	0	1	       0.000062	       0.000111
katamail	0	1	       0.000062	       0.000111
kathryn	3	0	       0.000248	       0.000055
kay	2	0	       0.000186	       0.000055
kcs	1	0	       0.000124	       0.000055
keeley	5	0	       0.000372	       0.000055
keep	6	10	       0.000434	       0.000610
keeping	0	3	       0.000062	       0.000222
kelly	1	0	       0.000124	       0.000055
kenny	1	0	       0.000124	       0.000055
kept	0	2	       0.000062	       0.000166
kerb	0	1	       0.000062	       0.000111
kevin	47	0	       0.002973	       0.000055
key	7	0	       0.000495	       0.000055
keyboard	0	2	       0.000062	       0.000166
keys	1	0	       0.000124	       0.000055
keywordcount	0	1	       0.000062	       0.000111
kfbtyra	0	1	       0.000062	       0.000111
khanna	1	0	       0.000124	       0.000055
kick	1	0	       0.000124	       0.000055
kickoff	2	0	       0.000186	       0.000055
kid	0	1	       0.000062	       0.000111
killed	0	2	       0.000062	       0.000166
killer	0	1	       0.000062	       0.000111
killings	0	2	       0.000062	       0.000166
kim	3	0	       0.000248	       0.000055
kimberley	0	3	       0.000062	       0.000222
kimberly	4	0	       0.000310	       0.000055
kind	2	3	       0.000186	       0.000222
kinda	1	0	       0.000124	       0.000055
kindall	4	0	       0.000310	       0.000055
kindly	0	1	       0.000062	       0.000111
kinds	0	2	       0.000062	       0.000166
king	5	0	       0.000372	       0.000055
kish	1	0	       0.000124	       0.000055
kistler	1	0	       0.000124	       0.000055
kitchen	3	0	       0.000248	       0.000055
knelt	0	1	       0.000062	       0.000111
knew	1	2	       0.000124	       0.000166
knights	1	0	       0.000124	       0.000055
knives	0	1	       0.000062	       0.000111
know	19	18	       0.001239	       0.001054
knowledge	4	0	       0.000310	       0.000055
knowlton	1	0	       0.000124	       0.000055
known	0	2	       0.000062	       0.000166
knows	0	2	       0.000062	       0.000166
knudsen	1	0	       0.000124	       0.000055
kollaros	1	0	       0.000124	       0.000055
korea	0	1	       0.000062	       0.000111
koromah	0	2	       0.000062	       0.000166
krgp	2	0	       0.000186	       0.000055
kri	1	0	       0.000124	       0.000055
krill	1	0	       0.000124	       0.000055
krishna	1	0	       0.000124	       0.000055
krishnarao	5	0	       0.000372	       0.000055
kristin	2	0	       0.000186	       0.000055
kwh	1	0	       0.000124	       0.000055
kyle	1	0	       0.000124	       0.000055
l	9	1	       0.000619	       0.000111
label	2	0	       0.000186	       0.000055
labor	1	0	       0.000124	       0.000055
laborious	0	1	       0.000062	       0.000111
lacrecia	1	0	       0.000124	       0.000055
lagars	0	1	       0.000062	       0.000111
lagrasta	1	0	       0.000124	       0.000055
lamb	1	0	       0.000124	       0.000055
lamproite	0	2	       0.000062	       0.000166
lamps	0	1	       0.000062	       0.000111
land	0	1	       0.000062	       0.000111
language	0	3	       0.000062	       0.000222
lanterns	0	1	       0.000062	       0.000111
large	0	7	       0.000062	       0.000444
larger	2	0	       0.000186	       0.000055
largest	0	2	       0.000062	       0.000166
larry	1	0	       0.000124	       0.000055
last	9	5	       0.000619	       0.000333
lasts	0	1	       0.000062	       0.000111
late	3	2	       0.000248	       0.000166
later	6	3	       0.000434	       0.000222
latin	1	0	       0.000124	       0.000055
laughed	0	1	       0.000062	       0.000111
launch	0	2	       0.000062	       0.000166
lauri	4	0	       0.000310	       0.000055
lavorato	4	0	       0.000310	       0.000055
law	3	2	       0.000248	       0.000166
lawn	1	2	       0.000124	       0.000166
layout	0	3	       0.000062	       0.000222
layouts	0	1	       0.000062	       0.000111
lcd	0	1	       0.000062	       0.000111
lead	4	5	       0.000310	       0.000333
leaders	1	0	       0.000124	       0.000055
leadership	12	0	       0.000805	       0.000055
leads	0	5	       0.000062	       0.000333
leap	0	1	       0.000062	       0.000111
learn	3	1	       0.000248	       0.000111
learned	0	2	       0.000062	       0.000166
learning	2	1	       0.000186	       0.000111
learns	2	0	       0.000186	       0.000055
lease	0	1	       0.000062	       0.000111
least	3	7	       0.000248	       0.000444
leave	3	1	       0.000248	       0.000111
leaving	0	1	       0.000062	       0.000111
lee	1	0	       0.000124	       0.000055
leederville	0	1	       0.000062	       0.000111
left	4	0	       0.000310	       0.000055
legal	1	0	       0.000124	       0.000055
legislature	6	0	       0.000434	       0.000055
legs	0	1	       0.000062	       0.000111
lemelman	0	1	       0.000062	       0.000111
length	0	1	       0.000062	       0.000111
lengthen	0	1	       0.000062	       0.000111
leone	0	4	       0.000062	       0.000277
less	6	6	       0.000434	       0.000388
lesson	0	2	       0.000062	       0.000166
let	16	12	       0.001053	       0.000721
lets	0	1	       0.000062	       0.000111
letter	0	27	       0.000062	       0.001553
letters	0	11	       0.000062	       0.000666
level	2	2	       0.000186	       0.000166
levels	0	2	       0.000062	       0.000166
leverage	1	0	       0.000124	       0.000055
liar	0	2	       0.000062	       0.000166
licence	0	1	       0.000062	       0.000111
licensing	0	1	       0.000062	       0.000111
life	1	10	       0.000124	       0.000610
lift	1	0	       0.000124	       0.000055
lifted	0	1	       0.000062	       0.000111
lifts	0	1	       0.000062	       0.000111
like	14	34	       0.000929	       0.001941
liked	0	1	       0.000062	       0.000111
likely	7	0	       0.000495	       0.000055
likes	0	1	       0.000062	       0.000111
lilly	1	0	       0.000124	       0.000055
limitations	1	0	       0.000124	       0.000055
limited	4	8	       0.000310	       0.000499
lin	6	0	       0.000434	       0.000055
linda	5	0	       0.000372	       0.000055
lindiwe	0	2	       0.000062	       0.000166
line	5	12	       0.000372	       0.000721
lines	0	1	       0.000062	       0.000111
lingerie	0	1	       0.000062	       0.000111
link	1	5	       0.000124	       0.000333
linkpaks	0	4	       0.000062	       0.000277
links	0	22	       0.000062	       0.001276
linktocash	0	1	       0.000062	       0.000111
lips	0	1	       0.000062	       0.000111
liquid	0	1	       0.000062	       0.000111
liquids	1	0	       0.000124	       0.000055
lisa	1	1	       0.000124	       0.000111
list	3	14	       0.000248	       0.000832
listed	4	3	       0.000310	       0.000222
listen	1	0	       0.000124	       0.000055
listened	1	0	       0.000124	       0.000055
listinfo	0	2	       0.000062	       0.000166
lists	0	2	       0.000062	       0.000166
lit	0	1	       0.000062	       0.000111
literally	0	1	       0.000062	       0.000111
literature	1	0	       0.000124	       0.000055
litteneker	1	0	       0.000124	       0.000055
litterbug	0	1	       0.000062	       0.000111
little	1	7	       0.000124	       0.000444
live	1	0	       0.000124	       0.000055
living	0	3	       0.000062	       0.000222
liz	1	0	       0.000124	       0.000055
ll	1	16	       0.000124	       0.000943
llc	1	0	       0.000124	       0.000055
llittle	1	0	       0.000124	       0.000055
loads	0	1	       0.000062	       0.000111
lobby	1	0	       0.000124	       0.000055
local	5	1	       0.000372	       0.000111
locally	0	2	       0.000062	       0.000166
locals	0	1	       0.000062	       0.000111
located	3	1	       0.000248	       0.000111
location	8	0	       0.000557	       0.000055
lock	2	0	       0.000186	       0.000055
locomotive	0	1	       0.000062	       0.000111
loczk	0	1	       0.000062	       0.000111
loft	0	1	       0.000062	       0.000111
lollipops	0	1	       0.000062	       0.000111
london	3	1	       0.000248	       0.000111
long	5	8	       0.000372	       0.000499
longer	0	2	       0.000062	       0.000166
look	3	9	       0.000248	       0.000555
looking	0	4	       0.000062	       0.000277
looks	1	4	       0.000124	       0.000277
loosening	1	0	       0.000124	       0.000055
lose	0	2	       0.000062	       0.000166
losing	0	2	       0.000062	       0.000166
loss	0	1	       0.000062	       0.000111
lot	5	4	       0.000372	       0.000277
lots	1	1	       0.000124	       0.000111
louise	7	0	       0.000495	       0.000055
lounsbury	0	1	       0.000062	       0.000111
love	1	1	       0.000124	       0.000111
low	2	6	       0.000186	       0.000388
lower	0	1	       0.000062	       0.000111
lowest	0	1	       0.000062	       0.000111
loyal	0	2	       0.000062	       0.000166
lsc	0	1	       0.000062	       0.000111
lst	2	0	       0.000186	       0.000055
lu	5	0	       0.000372	       0.000055
luck	2	0	       0.000186	       0.000055
lucky	0	1	       0.000062	       0.000111
lunch	2	0	       0.000186	       0.000055
luo	0	1	       0.000062	       0.000111
luong	1	0	       0.000124	       0.000055
lx	1	0	       0.000124	       0.000055
lycopodium	0	1	       0.000062	       0.000111
lyn	7	0	       0.000495	       0.000055
lynch	1	0	       0.000124	       0.000055
lynda	1	0	       0.000124	       0.000055
m	10	14	       0.000681	       0.000832
ma	0	1	       0.000062	       0.000111
machine	0	1	       0.000062	       0.000111
mackey	1	0	       0.000124	       0.000055
macquarie	0	2	       0.000062	       0.000166
macromedia	0	6	       0.000062	       0.000388
made	6	5	       0.000434	       0.000333
magellan	0	1	       0.000062	       0.000111
magnesium	0	1	       0.000062	       0.000111
maidens	0	1	       0.000062	       0.000111
mail	9	17	       0.000619	       0.000998
mailing	0	3	       0.000062	       0.000222
mailman	0	2	       0.000062	       0.000166
mailto	0	5	       0.000062	       0.000333
main	0	1	       0.000062	       0.000111
maine	1	0	       0.000124	       0.000055
maintain	2	0	       0.000186	       0.000055
major	0	3	       0.000062	       0.000222
make	6	24	       0.000434	       0.001387
makecashonline	0	1	       0.000062	       0.000111
makes	0	4	       0.000062	       0.000277
making	3	11	       0.000248	       0.000666
male	0	3	       0.000062	       0.000222
malina	4	0	       0.000310	       0.000055
man	1	3	       0.000124	       0.000222
manage	2	1	       0.000186	       0.000111
managed	2	4	       0.000186	       0.000277
management	40	0	       0.002539	       0.000055
manager	7	0	       0.000495	       0.000055
managerial	2	0	       0.000186	       0.000055
managers	1	0	       0.000124	       0.000055
manages	2	0	       0.000186	       0.000055
managing	0	1	       0.000062	       0.000111
managment	4	0	       0.000310	       0.000055
mandated	0	1	       0.000062	       0.000111
manganese	0	1	       0.000062	       0.000111
manual	0	2	       0.000062	       0.000166
manufacturers	0	1	       0.000062	       0.000111
many	3	13	       0.000248	       0.000776
mark	5	1	       0.000372	       0.000111
market	9	3	       0.000619	       0.000222
marketers	0	1	       0.000062	       0.000111
marketing	6	8	       0.000434	       0.000499
markets	5	0	       0.000372	       0.000055
marla	1	0	       0.000124	       0.000055
martin	6	0	       0.000434	       0.000055
martina	4	0	       0.000310	       0.000055
martinez	1	0	       0.000124	       0.000055
mary	7	0	       0.000495	       0.000055
maryam	1	0	       0.000124	       0.000055
mass	0	2	       0.000062	       0.000166
massey	1	0	       0.000124	       0.000055
masson	5	0	       0.000372	       0.000055
master	0	2	       0.000062	       0.000166
match	1	1	       0.000124	       0.000111
matches	0	2	       0.000062	       0.000166
material	0	1	       0.000062	       0.000111
materials	2	0	       0.000186	       0.000055
matt	1	0	       0.000124	       0.000055
matter	2	2	       0.000186	       0.000166
maureen	5	0	       0.000372	       0.000055
may	9	10	       0.000619	       0.000610
maybe	2	2	       0.000186	       0.000166
mayerbrown	1	0	       0.000124	       0.000055
mayes	1	0	       0.000124	       0.000055
mb	0	1	       0.000062	       0.000111
mc	0	1	       0.000062	       0.000111
mcbeal	1	0	       0.000124	       0.000055
mcclankg	1	0	       0.000124	       0.000055
mccullough	1	0	       0.000124	       0.000055
mcf	1	0	       0.000124	       0.000055
mclafferty	1	0	       0.000124	       0.000055
mclarney	1	0	       0.000124	       0.000055
mclean	1	0	       0.000124	       0.000055
mcmullen	2	0	       0.000186	       0.000055
mcosta	1	0	       0.000124	       0.000055
mcsherry	1	0	       0.000124	       0.000055
me	27	23	       0.001734	       0.001331
mean	0	1	       0.000062	       0.000111
means	2	3	       0.000186	       0.000222
meant	1	0	       0.000124	       0.000055
meanwhile	0	2	       0.000062	       0.000166
measure	0	1	       0.000062	       0.000111
measuring	2	0	       0.000186	       0.000055
mechanism	1	0	       0.000124	       0.000055
media	0	1	       0.000062	       0.000111
medical	0	1	       0.000062	       0.000111
medication	0	1	       0.000062	       0.000111
medications	0	1	       0.000062	       0.000111
mediums	0	1	       0.000062	       0.000111
meet	4	2	       0.000310	       0.000166
meeting	17	0	       0.001115	       0.000055
meetings	4	1	       0.000310	       0.000111
melissa	2	0	       0.000186	       0.000055
melodick	1	0	       0.000124	       0.000055
member	0	15	       0.000062	       0.000887
members	4	5	       0.000310	       0.000333
membership	0	13	       0.000062	       0.000776
memo	4	0	       0.000310	       0.000055
memory	0	3	       0.000062	       0.000222
men	0	4	       0.000062	       0.000277
mental	0	1	       0.000062	       0.000111
mention	0	1	       0.000062	       0.000111
mentioned	2	2	       0.000186	       0.000166
merchandise	0	2	       0.000062	       0.000166
