in	160,157,0.013803813303425,0.011650341347581
iname	0,1,0.000000000000000,0.000074205995844
inappropriate	0,1,0.000000000000000,0.000074205995844
inbox	0,1,0.000000000000000,0.000074205995844
inc	9,1,0.000776464498318,0.000074205995844
incessantly	0,1,0.000000000000000,0.000074205995844
include	3,9,0.000258821499439,0.000667853962600
included	1,5,0.000086273833146,0.000371029979222
including	12,3,0.001035285997757,0.000222617987533
inclusive	0,1,0.000000000000000,0.000074205995844
income	0,2,0.000000000000000,0.000148411991689
incomeunlimited	0,1,0.000000000000000,0.000074205995844
incorporated	1,0,0.000086273833146,0.000000000000000
incorrectly	1,0,0.000086273833146,0.000000000000000
increase	3,4,0.000258821499439,0.000296823983378
increased	0,5,0.000000000000000,0.000371029979222
increases	2,0,0.000172547666293,0.000000000000000
increasing	2,0,0.000172547666293,0.000000000000000
increasingly	1,0,0.000086273833146,0.000000000000000
incredibily	0,1,0.000000000000000,0.000074205995844
incurred	0,2,0.000000000000000,0.000148411991689
india	1,0,0.000086273833146,0.000000000000000
indicated	1,0,0.000086273833146,0.000000000000000
indication	1,0,0.000086273833146,0.000000000000000
indicator	0,1,0.000000000000000,0.000074205995844
indices	1,0,0.000086273833146,0.000000000000000
individual	2,2,0.000172547666293,0.000148411991689
individualized	2,0,0.000172547666293,0.000000000000000
individuals	4,0,0.000345095332586,0.000000000000000
industries	0,1,0.000000000000000,0.000074205995844
industry	1,5,0.000086273833146,0.000371029979222
inferior	0,1,0.000000000000000,0.000074205995844
influence	1,1,0.000086273833146,0.000074205995844
info	3,5,0.000258821499439,0.000371029979222
inform	1,0,0.000086273833146,0.000000000000000
information	20,35,0.001725476662928,0.002597209854556
informative	0,1,0.000000000000000,0.000074205995844
informed	2,2,0.000172547666293,0.000148411991689
infrastructure	0,1,0.000000000000000,0.000074205995844
initial	4,0,0.000345095332586,0.000000000000000
initializes	0,1,0.000000000000000,0.000074205995844
initially	2,0,0.000172547666293,0.000000000000000
initiative	2,0,0.000172547666293,0.000000000000000
inject	0,1,0.000000000000000,0.000074205995844
inlcuding	1,0,0.000086273833146,0.000000000000000
inlet	4,0,0.000345095332586,0.000000000000000
innovation	4,0,0.000345095332586,0.000000000000000
innovative	2,0,0.000172547666293,0.000000000000000
innovatus	1,0,0.000086273833146,0.000000000000000
input	5,1,0.000431369165732,0.000074205995844
inputs	1,0,0.000086273833146,0.000000000000000
insane	0,1,0.000000000000000,0.000074205995844
inseminate	0,1,0.000000000000000,0.000074205995844
inside	0,2,0.000000000000000,0.000148411991689
insider	0,1,0.000000000000000,0.000074205995844
insomnia	0,1,0.000000000000000,0.000074205995844
inspection	0,1,0.000000000000000,0.000074205995844
instantly	0,2,0.000000000000000,0.000148411991689
instead	0,3,0.000000000000000,0.000222617987533
institutions	0,1,0.000000000000000,0.000074205995844
instruct	0,1,0.000000000000000,0.000074205995844
instructed	0,2,0.000000000000000,0.000148411991689
instructions	0,2,0.000000000000000,0.000148411991689
instructs	0,1,0.000000000000000,0.000074205995844
instrument	0,1,0.000000000000000,0.000074205995844
instruments	0,1,0.000000000000000,0.000074205995844
insufficient	0,1,0.000000000000000,0.000074205995844
insults	0,1,0.000000000000000,0.000074205995844
insurance	0,5,0.000000000000000,0.000371029979222
insure	5,0,0.000431369165732,0.000000000000000
integrated	1,1,0.000086273833146,0.000074205995844
intelligence	0,1,0.000000000000000,0.000074205995844
intelt	0,1,0.000000000000000,0.000074205995844
intend	2,0,0.000172547666293,0.000000000000000
intended	1,0,0.000086273833146,0.000000000000000
intends	1,0,0.000086273833146,0.000000000000000
intense	1,0,0.000086273833146,0.000000000000000
intercreditor	1,0,0.000086273833146,0.000000000000000
interest	2,7,0.000172547666293,0.000519441970911
interested	1,7,0.000086273833146,0.000519441970911
interesting	0,1,0.000000000000000,0.000074205995844
interests	0,5,0.000000000000000,0.000371029979222
interfering	0,1,0.000000000000000,0.000074205995844
internal	6,1,0.000517642998878,0.000074205995844
internally	2,0,0.000172547666293,0.000000000000000
international	1,2,0.000086273833146,0.000148411991689
interne	0,1,0.000000000000000,0.000074205995844
internet	0,12,0.000000000000000,0.000890471950134
interrupted	0,1,0.000000000000000,0.000074205995844
interstate	1,0,0.000086273833146,0.000000000000000
intervened	0,2,0.000000000000000,0.000148411991689
intl	2,0,0.000172547666293,0.000000000000000
into	10,21,0.000862738331464,0.001558325912734
intra	1,0,0.000086273833146,0.000000000000000
intranet	3,0,0.000258821499439,0.000000000000000
introduced	3,0,0.000258821499439,0.000000000000000
introducing	0,1,0.000000000000000,0.000074205995844
invest	0,2,0.000000000000000,0.000148411991689
investment	4,6,0.000345095332586,0.000445235975067
investor	1,0,0.000086273833146,0.000000000000000
investors	0,1,0.000000000000000,0.000074205995844
invite	1,1,0.000086273833146,0.000074205995844
invoices	1,0,0.000086273833146,0.000000000000000
involuntary	3,0,0.000258821499439,0.000000000000000
involved	2,4,0.000172547666293,0.000296823983378
involving	2,0,0.000172547666293,0.000000000000000
invovled	2,0,0.000172547666293,0.000000000000000
ion	0,1,0.000000000000000,0.000074205995844
iowa	0,1,0.000000000000000,0.000074205995844
ipos	0,1,0.000000000000000,0.000074205995844
ipp	1,0,0.000086273833146,0.000000000000000
ipps	5,0,0.000431369165732,0.000000000000000
iron	0,1,0.000000000000000,0.000074205995844
is	86,86,0.007419549650591,0.006381715642624
isalso	0,1,0.000000000000000,0.000074205995844
island	2,0,0.000172547666293,0.000000000000000
isn	0,3,0.000000000000000,0.000222617987533
iso	0,8,0.000000000000000,0.000593647966756
isp	0,7,0.000000000000000,0.000519441970911
isps	0,2,0.000000000000000,0.000148411991689
issler	5,0,0.000431369165732,0.000000000000000
issue	4,13,0.000345095332586,0.000964677945978
issued	1,1,0.000086273833146,0.000074205995844
issues	18,1,0.001552928996635,0.000074205995844
it	30,119,0.002588214994392,0.008830513505491
iteam	0,1,0.000000000000000,0.000074205995844
item	0,3,0.000000000000000,0.000222617987533
items	2,10,0.000172547666293,0.000742059958445
its	8,15,0.000690190665171,0.001113089937667
itself	1,2,0.000086273833146,0.000148411991689
ium	0,1,0.000000000000000,0.000074205995844
ivan	0,1,0.000000000000000,0.000074205995844
ivernia	0,2,0.000000000000000,0.000148411991689
j	21,1,0.001811750496075,0.000074205995844
ja	1,0,0.000086273833146,0.000000000000000
jackie	1,0,0.000086273833146,0.000000000000000
jan	4,0,0.000345095332586,0.000000000000000
jana	0,3,0.000000000000000,0.000222617987533
jane	1,0,0.000086273833146,0.000000000000000
janet	1,0,0.000086273833146,0.000000000000000
janice	1,0,0.000086273833146,0.000000000000000
janie	1,0,0.000086273833146,0.000000000000000
january	2,0,0.000172547666293,0.000000000000000
japan	3,0,0.000258821499439,0.000000000000000
jason	5,0,0.000431369165732,0.000000000000000
jauregui	1,0,0.000086273833146,0.000000000000000
jeff	1,0,0.000086273833146,0.000000000000000
jersey	1,0,0.000086273833146,0.000000000000000
jim	1,2,0.000086273833146,0.000148411991689
jimmy	0,2,0.000000000000000,0.000148411991689
jirapliegao	0,1,0.000000000000000,0.000074205995844
jlopes	1,0,0.000086273833146,0.000000000000000
jm	0,4,0.000000000000000,0.000296823983378
jnexon	1,0,0.000086273833146,0.000000000000000
jo	0,1,0.000000000000000,0.000074205995844
joao	2,0,0.000172547666293,0.000000000000000
job	3,0,0.000258821499439,0.000000000000000
joe	1,0,0.000086273833146,0.000000000000000
joel	0,6,0.000000000000000,0.000445235975067
johannesburg	0,2,0.000000000000000,0.000148411991689
john	16,0,0.001380381330343,0.000000000000000
johnny	0,2,0.000000000000000,0.000148411991689
johnston	2,0,0.000172547666293,0.000000000000000
join	5,4,0.000431369165732,0.000296823983378
joinder	1,0,0.000086273833146,0.000000000000000
joined	2,0,0.000172547666293,0.000000000000000
joining	3,0,0.000258821499439,0.000000000000000
jon	1,0,0.000086273833146,0.000000000000000
jonathon	0,1,0.000000000000000,0.000074205995844
jones	3,0,0.000258821499439,0.000000000000000
jonesg	1,0,0.000086273833146,0.000000000000000
jose	1,0,0.000086273833146,0.000000000000000
joseph	5,2,0.000431369165732,0.000148411991689
josey	3,0,0.000258821499439,0.000000000000000
journeys	0,1,0.000000000000000,0.000074205995844
joyce	1,0,0.000086273833146,0.000000000000000
jpxdltmuk	0,1,0.000000000000000,0.000074205995844
jshorter	1,0,0.000086273833146,0.000000000000000
jsp	0,2,0.000000000000000,0.000148411991689
jturco	0,1,0.000000000000000,0.000074205995844
jubilar	0,1,0.000000000000000,0.000074205995844
judgments	0,1,0.000000000000000,0.000074205995844
julie	5,0,0.000431369165732,0.000000000000000
july	1,0,0.000086273833146,0.000000000000000
june	7,4,0.000603916832025,0.000296823983378
junk	0,2,0.000000000000000,0.000148411991689
just	7,28,0.000603916832025,0.002077767883645
justperform	0,1,0.000000000000000,0.000074205995844
jvbe	0,1,0.000000000000000,0.000074205995844
k	0,3,0.000000000000000,0.000222617987533
kainantu	0,2,0.000000000000000,0.000148411991689
kaminski	11,0,0.000949012164610,0.000000000000000
kaolin	0,1,0.000000000000000,0.000074205995844
katamail	0,1,0.000000000000000,0.000074205995844
kathryn	3,0,0.000258821499439,0.000000000000000
kay	2,0,0.000172547666293,0.000000000000000
kcs	1,0,0.000086273833146,0.000000000000000
keeley	5,0,0.000431369165732,0.000000000000000
keep	6,10,0.000517642998878,0.000742059958445
keeping	0,3,0.000000000000000,0.000222617987533
kelly	1,0,0.000086273833146,0.000000000000000
kenny	1,0,0.000086273833146,0.000000000000000
kept	0,2,0.000000000000000,0.000148411991689
kerb	0,1,0.000000000000000,0.000074205995844
kevin	47,0,0.004054870157881,0.000000000000000
key	7,0,0.000603916832025,0.000000000000000
keyboard	0,2,0.000000000000000,0.000148411991689
keys	1,0,0.000086273833146,0.000000000000000
keywordcount	0,1,0.000000000000000,0.000074205995844
kfbtyra	0,1,0.000000000000000,0.000074205995844
khanna	1,0,0.000086273833146,0.000000000000000
kick	1,0,0.000086273833146,0.000000000000000
kickoff	2,0,0.000172547666293,0.000000000000000
kid	0,1,0.000000000000000,0.000074205995844
killed	0,2,0.000000000000000,0.000148411991689
killer	0,1,0.000000000000000,0.000074205995844
killings	0,2,0.000000000000000,0.000148411991689
kim	3,0,0.000258821499439,0.000000000000000
kimberley	0,3,0.000000000000000,0.000222617987533
kimberly	4,0,0.000345095332586,0.000000000000000
kind	2,3,0.000172547666293,0.000222617987533
kinda	1,0,0.000086273833146,0.000000000000000
kindall	4,0,0.000345095332586,0.000000000000000
kindly	0,1,0.000000000000000,0.000074205995844
kinds	0,2,0.000000000000000,0.000148411991689
king	5,0,0.000431369165732,0.000000000000000
kish	1,0,0.000086273833146,0.000000000000000
kistler	1,0,0.000086273833146,0.000000000000000
kitchen	3,0,0.000258821499439,0.000000000000000
knelt	0,1,0.000000000000000,0.000074205995844
knew	1,2,0.000086273833146,0.000148411991689
knights	1,0,0.000086273833146,0.000000000000000
knives	0,1,0.000000000000000,0.000074205995844
know	19,18,0.001639202829782,0.001335707925200
knowledge	4,0,0.000345095332586,0.000000000000000
knowlton	1,0,0.000086273833146,0.000000000000000
known	0,2,0.000000000000000,0.000148411991689
knows	0,2,0.000000000000000,0.000148411991689
knudsen	1,0,0.000086273833146,0.000000000000000
kollaros	1,0,0.000086273833146,0.000000000000000
korea	0,1,0.000000000000000,0.000074205995844
koromah	0,2,0.000000000000000,0.000148411991689
krgp	2,0,0.000172547666293,0.000000000000000
kri	1,0,0.000086273833146,0.000000000000000
krill	1,0,0.000086273833146,0.000000000000000
krishna	1,0,0.000086273833146,0.000000000000000
krishnarao	5,0,0.000431369165732,0.000000000000000
kristin	2,0,0.000172547666293,0.000000000000000
kwh	1,0,0.000086273833146,0.000000000000000
kyle	1,0,0.000086273833146,0.000000000000000
l	9,1,0.000776464498318,0.000074205995844
label	2,0,0.000172547666293,0.000000000000000
labor	1,0,0.000086273833146,0.000000000000000
laborious	0,1,0.000000000000000,0.000074205995844
lacrecia	1,0,0.000086273833146,0.000000000000000
lagars	0,1,0.000000000000000,0.000074205995844
lagrasta	1,0,0.000086273833146,0.000000000000000
lamb	1,0,0.000086273833146,0.000000000000000
lamproite	0,2,0.000000000000000,0.000148411991689
lamps	0,1,0.000000000000000,0.000074205995844
land	0,1,0.000000000000000,0.000074205995844
language	0,3,0.000000000000000,0.000222617987533
lanterns	0,1,0.000000000000000,0.000074205995844
large	0,7,0.000000000000000,0.000519441970911
larger	2,0,0.000172547666293,0.000000000000000
largest	0,2,0.000000000000000,0.000148411991689
larry	1,0,0.000086273833146,0.000000000000000
last	9,5,0.000776464498318,0.000371029979222
lasts	0,1,0.000000000000000,0.000074205995844
late	3,2,0.000258821499439,0.000148411991689
later	6,3,0.000517642998878,0.000222617987533
latin	1,0,0.000086273833146,0.000000000000000
laughed	0,1,0.000000000000000,0.000074205995844
launch	0,2,0.000000000000000,0.000148411991689
lauri	4,0,0.000345095332586,0.000000000000000
lavorato	4,0,0.000345095332586,0.000000000000000
law	3,2,0.000258821499439,0.000148411991689
lawn	1,2,0.000086273833146,0.000148411991689
layout	0,3,0.000000000000000,0.000222617987533
layouts	0,1,0.000000000000000,0.000074205995844
lcd	0,1,0.000000000000000,0.000074205995844
lead	4,5,0.000345095332586,0.000371029979222
leaders	1,0,0.000086273833146,0.000000000000000
leadership	12,0,0.001035285997757,0.000000000000000
leads	0,5,0.000000000000000,0.000371029979222
leap	0,1,0.000000000000000,0.000074205995844
learn	3,1,0.000258821499439,0.000074205995844
learned	0,2,0.000000000000000,0.000148411991689
learning	2,1,0.000172547666293,0.000074205995844
learns	2,0,0.000172547666293,0.000000000000000
lease	0,1,0.000000000000000,0.000074205995844
least	3,7,0.000258821499439,0.000519441970911
leave	3,1,0.000258821499439,0.000074205995844
leaving	0,1,0.000000000000000,0.000074205995844
lee	1,0,0.000086273833146,0.000000000000000
leederville	0,1,0.000000000000000,0.000074205995844
left	4,0,0.000345095332586,0.000000000000000
legal	1,0,0.000086273833146,0.000000000000000
legislature	6,0,0.000517642998878,0.000000000000000
legs	0,1,0.000000000000000,0.000074205995844
lemelman	0,1,0.000000000000000,0.000074205995844
length	0,1,0.000000000000000,0.000074205995844
lengthen	0,1,0.000000000000000,0.000074205995844
leone	0,4,0.000000000000000,0.000296823983378
less	6,6,0.000517642998878,0.000445235975067
lesson	0,2,0.000000000000000,0.000148411991689
let	16,12,0.001380381330343,0.000890471950134
lets	0,1,0.000000000000000,0.000074205995844
letter	0,27,0.000000000000000,0.002003561887801
letters	0,11,0.000000000000000,0.000816265954289
level	2,2,0.000172547666293,0.000148411991689
levels	0,2,0.000000000000000,0.000148411991689
leverage	1,0,0.000086273833146,0.000000000000000
liar	0,2,0.000000000000000,0.000148411991689
licence	0,1,0.000000000000000,0.000074205995844
licensing	0,1,0.000000000000000,0.000074205995844
life	1,10,0.000086273833146,0.000742059958445
lift	1,0,0.000086273833146,0.000000000000000
lifted	0,1,0.000000000000000,0.000074205995844
lifts	0,1,0.000000000000000,0.000074205995844
like	14,34,0.001207833664050,0.002523003858712
liked	0,1,0.000000000000000,0.000074205995844
likely	7,0,0.000603916832025,0.000000000000000
likes	0,1,0.000000000000000,0.000074205995844
lilly	1,0,0.000086273833146,0.000000000000000
limitations	1,0,0.000086273833146,0.000000000000000
limited	4,8,0.000345095332586,0.000593647966756
lin	6,0,0.000517642998878,0.000000000000000
linda	5,0,0.000431369165732,0.000000000000000
lindiwe	0,2,0.000000000000000,0.000148411991689
line	5,12,0.000431369165732,0.000890471950134
lines	0,1,0.000000000000000,0.000074205995844
lingerie	0,1,0.000000000000000,0.000074205995844
link	1,5,0.000086273833146,0.000371029979222
linkpaks	0,4,0.000000000000000,0.000296823983378
links	0,22,0.000000000000000,0.001632531908578
linktocash	0,1,0.000000000000000,0.000074205995844
lips	0,1,0.000000000000000,0.000074205995844
liquid	0,1,0.000000000000000,0.000074205995844
liquids	1,0,0.000086273833146,0.000000000000000
lisa	1,1,0.000086273833146,0.000074205995844
list	3,14,0.000258821499439,0.001038883941822
listed	4,3,0.000345095332586,0.000222617987533
listen	1,0,0.000086273833146,0.000000000000000
listened	1,0,0.000086273833146,0.000000000000000
listinfo	0,2,0.000000000000000,0.000148411991689
lists	0,2,0.000000000000000,0.000148411991689
lit	0,1,0.000000000000000,0.000074205995844
literally	0,1,0.000000000000000,0.000074205995844
literature	1,0,0.000086273833146,0.000000000000000
litteneker	1,0,0.000086273833146,0.000000000000000
litterbug	0,1,0.000000000000000,0.000074205995844
little	1,7,0.000086273833146,0.000519441970911
live	1,0,0.000086273833146,0.000000000000000
living	0,3,0.000000000000000,0.000222617987533
liz	1,0,0.000086273833146,0.000000000000000
ll	1,16,0.000086273833146,0.001187295933511
llc	1,0,0.000086273833146,0.000000000000000
llittle	1,0,0.000086273833146,0.000000000000000
loads	0,1,0.000000000000000,0.000074205995844
lobby	1,0,0.000086273833146,0.000000000000000
local	5,1,0.000431369165732,0.000074205995844
locally	0,2,0.000000000000000,0.000148411991689
locals	0,1,0.000000000000000,0.000074205995844
located	3,1,0.000258821499439,0.000074205995844
location	8,0,0.000690190665171,0.000000000000000
lock	2,0,0.000172547666293,0.000000000000000
locomotive	0,1,0.000000000000000,0.000074205995844
loczk	0,1,0.000000000000000,0.000074205995844
loft	0,1,0.000000000000000,0.000074205995844
lollipops	0,1,0.000000000000000,0.000074205995844
london	3,1,0.000258821499439,0.000074205995844
long	5,8,0.000431369165732,0.000593647966756
longer	0,2,0.000000000000000,0.000148411991689
look	3,9,0.000258821499439,0.000667853962600
looking	0,4,0.000000000000000,0.000296823983378
looks	1,4,0.000086273833146,0.000296823983378
loosening	1,0,0.000086273833146,0.000000000000000
lose	0,2,0.000000000000000,0.000148411991689
losing	0,2,0.000000000000000,0.000148411991689
loss	0,1,0.000000000000000,0.000074205995844
lot	5,4,0.000431369165732,0.000296823983378
lots	1,1,0.000086273833146,0.000074205995844
louise	7,0,0.000603916832025,0.000000000000000
lounsbury	0,1,0.000000000000000,0.000074205995844
love	1,1,0.000086273833146,0.000074205995844
low	2,6,0.000172547666293,0.000445235975067
lower	0,1,0.000000000000000,0.000074205995844
lowest	0,1,0.000000000000000,0.000074205995844
loyal	0,2,0.000000000000000,0.000148411991689
lsc	0,1,0.000000000000000,0.000074205995844
lst	2,0,0.000172547666293,0.000000000000000
lu	5,0,0.000431369165732,0.000000000000000
luck	2,0,0.000172547666293,0.000000000000000
lucky	0,1,0.000000000000000,0.000074205995844
lunch	2,0,0.000172547666293,0.000000000000000
luo	0,1,0.000000000000000,0.000074205995844
luong	1,0,0.000086273833146,0.000000000000000
lx	1,0,0.000086273833146,0.000000000000000
lycopodium	0,1,0.000000000000000,0.000074205995844
lyn	7,0,0.000603916832025,0.000000000000000
lynch	1,0,0.000086273833146,0.000000000000000
lynda	1,0,0.000086273833146,0.000000000000000
m	10,14,0.000862738331464,0.001038883941822
ma	0,1,0.000000000000000,0.000074205995844
machine	0,1,0.000000000000000,0.000074205995844
mackey	1,0,0.000086273833146,0.000000000000000
macquarie	0,2,0.000000000000000,0.000148411991689
macromedia	0,6,0.000000000000000,0.000445235975067
made	6,5,0.000517642998878,0.000371029979222
magellan	0,1,0.000000000000000,0.000074205995844
magnesium	0,1,0.000000000000000,0.000074205995844
maidens	0,1,0.000000000000000,0.000074205995844
mail	9,17,0.000776464498318,0.001261501929356
mailing	0,3,0.000000000000000,0.000222617987533
mailman	0,2,0.000000000000000,0.000148411991689
mailto	0,5,0.000000000000000,0.000371029979222
main	0,1,0.000000000000000,0.000074205995844
maine	1,0,0.000086273833146,0.000000000000000
maintain	2,0,0.000172547666293,0.000000000000000
major	0,3,0.000000000000000,0.000222617987533
make	6,24,0.000517642998878,0.001780943900267
makecashonline	0,1,0.000000000000000,0.000074205995844
makes	0,4,0.000000000000000,0.000296823983378
making	3,11,0.000258821499439,0.000816265954289
male	0,3,0.000000000000000,0.000222617987533
malina	4,0,0.000345095332586,0.000000000000000
man	1,3,0.000086273833146,0.000222617987533
manage	2,1,0.000172547666293,0.000074205995844
managed	2,4,0.000172547666293,0.000296823983378
management	40,0,0.003450953325856,0.000000000000000
manager	7,0,0.000603916832025,0.000000000000000
managerial	2,0,0.000172547666293,0.000000000000000
managers	1,0,0.000086273833146,0.000000000000000
manages	2,0,0.000172547666293,0.000000000000000
managing	0,1,0.000000000000000,0.000074205995844
managment	4,0,0.000345095332586,0.000000000000000
mandated	0,1,0.000000000000000,0.000074205995844
manganese	0,1,0.000000000000000,0.000074205995844
manual	0,2,0.000000000000000,0.000148411991689
manufacturers	0,1,0.000000000000000,0.000074205995844
many	3,13,0.000258821499439,0.000964677945978
mark	5,1,0.000431369165732,0.000074205995844
market	9,3,0.000776464498318,0.000222617987533
marketers	0,1,0.000000000000000,0.000074205995844
marketing	6,8,0.000517642998878,0.000593647966756
markets	5,0,0.000431369165732,0.000000000000000
marla	1,0,0.000086273833146,0.000000000000000
martin	6,0,0.000517642998878,0.000000000000000
martina	4,0,0.000345095332586,0.000000000000000
martinez	1,0,0.000086273833146,0.000000000000000
mary	7,0,0.000603916832025,0.000000000000000
maryam	1,0,0.000086273833146,0.000000000000000
mass	0,2,0.000000000000000,0.000148411991689
massey	1,0,0.000086273833146,0.000000000000000
masson	5,0,0.000431369165732,0.000000000000000
master	0,2,0.000000000000000,0.000148411991689
match	1,1,0.000086273833146,0.000074205995844
matches	0,2,0.000000000000000,0.000148411991689
material	0,1,0.000000000000000,0.000074205995844
materials	2,0,0.000172547666293,0.000000000000000
matt	1,0,0.000086273833146,0.000000000000000
matter	2,2,0.000172547666293,0.000148411991689
maureen	5,0,0.000431369165732,0.000000000000000
may	9,10,0.000776464498318,0.000742059958445
maybe	2,2,0.000172547666293,0.000148411991689
mayerbrown	1,0,0.000086273833146,0.000000000000000
mayes	1,0,0.000086273833146,0.000000000000000
mb	0,1,0.000000000000000,0.000074205995844
mc	0,1,0.000000000000000,0.000074205995844
mcbeal	1,0,0.000086273833146,0.000000000000000
mcclankg	1,0,0.000086273833146,0.000000000000000
mccullough	1,0,0.000086273833146,0.000000000000000
mcf	1,0,0.000086273833146,0.000000000000000
mclafferty	1,0,0.000086273833146,0.000000000000000
mclarney	1,0,0.000086273833146,0.000000000000000
mclean	1,0,0.000086273833146,0.000000000000000
mcmullen	2,0,0.000172547666293,0.000000000000000
mcosta	1,0,0.000086273833146,0.000000000000000
mcsherry	1,0,0.000086273833146,0.000000000000000
me	27,23,0.002329393494953,0.001706737904423
mean	0,1,0.000000000000000,0.000074205995844
means	2,3,0.000172547666293,0.000222617987533
meant	1,0,0.000086273833146,0.000000000000000
meanwhile	0,2,0.000000000000000,0.000148411991689
measure	0,1,0.000000000000000,0.000074205995844
measuring	2,0,0.000172547666293,0.000000000000000
mechanism	1,0,0.000086273833146,0.000000000000000
media	0,1,0.000000000000000,0.000074205995844
medical	0,1,0.000000000000000,0.000074205995844
medication	0,1,0.000000000000000,0.000074205995844
medications	0,1,0.000000000000000,0.000074205995844
mediums	0,1,0.000000000000000,0.000074205995844
meet	4,2,0.000345095332586,0.000148411991689
meeting	17,0,0.001466655163489,0.000000000000000
meetings	4,1,0.000345095332586,0.000074205995844
melissa	2,0,0.000172547666293,0.000000000000000
melodick	1,0,0.000086273833146,0.000000000000000
member	0,15,0.000000000000000,0.001113089937667
members	4,5,0.000345095332586,0.000371029979222
membership	0,13,0.000000000000000,0.000964677945978
memo	4,0,0.000345095332586,0.000000000000000
memory	0,3,0.000000000000000,0.000222617987533
men	0,4,0.000000000000000,0.000296823983378
mental	0,1,0.000000000000000,0.000074205995844
mention	0,1,0.000000000000000,0.000074205995844
mentioned	2,2,0.000172547666293,0.000148411991689
merchandise	0,2,0.000000000000000,0.000148411991689
merchandisethat	0,1,0.000000000000000,0.000074205995844
merchant	2,3,0.000172547666293,0.000222617987533
merchants	1,0,0.000086273833146,0.000000000000000
merry	2,0,0.000172547666293,0.000000000000000
message	1,14,0.000086273833146,0.001038883941822
metal	0,1,0.000000000000000,0.000074205995844
metaphors	0,1,0.000000000000000,0.000074205995844
meter	13,0,0.001121559830903,0.000000000000000
meters	3,0,0.000258821499439,0.000000000000000
method	1,0,0.000086273833146,0.000000000000000
methods	0,1,0.000000000000000,0.000074205995844
mexico	0,1,0.000000000000000,0.000074205995844
meyers	1,0,0.000086273833146,0.000000000000000
mg	0,2,0.000000000000000,0.000148411991689
miami	0,1,0.000000000000000,0.000074205995844
michael	7,1,0.000603916832025,0.000074205995844
michelago	0,2,0.000000000000000,0.000148411991689
michele	1,0,0.000086273833146,0.000000000000000
micros	0,2,0.000000000000000,0.000148411991689
microsoft	0,6,0.000000000000000,0.000445235975067
mid	2,1,0.000172547666293,0.000074205995844
midwestern	1,0,0.000086273833146,0.000000000000000
might	4,5,0.000345095332586,0.000371029979222
mighty	0,1,0.000000000000000,0.000074205995844
migraine	0,1,0.000000000000000,0.000074205995844
miguel	1,0,0.000086273833146,0.000000000000000
mike	11,0,0.000949012164610,0.000000000000000
mild	0,2,0.000000000000000,0.000148411991689
milestone	0,1,0.000000000000000,0.000074205995844
millenium	0,1,0.000000000000000,0.000074205995844
million	0,12,0.000000000000000,0.000890471950134
millions	0,2,0.000000000000000,0.000148411991689
mime	0,1,0.000000000000000,0.000074205995844
min	1,1,0.000086273833146,0.000074205995844
mind	0,13,0.000000000000000,0.000964677945978
minds	0,1,0.000000000000000,0.000074205995844
mine	0,3,0.000000000000000,0.000222617987533
mineral	0,2,0.000000000000000,0.000148411991689
minerals	0,4,0.000000000000000,0.000296823983378
mines	0,1,0.000000000000000,0.000074205995844
mini	1,0,0.000086273833146,0.000000000000000
